time,altitude,grade_smooth,velocity_smooth,heartrate,distance
6040,339.4,19.7,0.978,145,11890.8
6041,339.6,21.0,1.15,145,11892.6
6042,340.0,21.9,1.246,145,11894.1
6043,340.4,22.4,1.402,145,11895.6
6044,340.6,23.4,1.424,145,11897.0
6045,341.0,27.1,1.526,144,11898.4
6046,341.4,25.3,1.398,144,11899.6
6047,341.6,22.6,1.29,144,11900.6
6048,342.0,23.8,1.254,144,11901.9
6049,342.4,23.0,1.184,144,11902.9
6050,342.6,21.9,1.206,144,11904.4
6051,342.8,21.6,1.334,144,11906.2
6052,343.2,18.4,1.466,144,11907.9
6053,343.4,19.3,1.386,144,11908.8
6054,343.8,20.6,1.52,144,11910.5
6055,344.0,19.2,1.46,144,11911.7
6056,344.2,18.3,1.518,144,11913.8
6057,344.6,18.5,1.37,144,11914.8
6058,344.8,19.2,1.422,144,11915.9
6059,345.0,18.9,1.434,143,11917.7
6060,345.4,17.8,1.648,142,11920.0
6061,345.8,17.9,1.504,142,11921.3
6062,346.0,20.6,1.474,142,11922.1
6063,346.2,22.0,1.696,142,11924.4
6064,346.8,23.3,1.888,142,11927.1
6065,347.2,23.1,1.68,142,11928.4
6066,347.6,23.6,1.722,142,11930.0
6067,347.8,26.4,1.804,142,11931.2
6068,348.4,22.5,1.62,142,11932.5
6069,348.6,25.2,1.488,142,11934.6
6070,349.0,26.0,1.6,143,11936.4
6071,349.6,23.5,1.556,143,11937.7
6072,349.8,24.1,1.754,143,11939.9
6073,350.4,26.4,1.708,144,11941.0
6074,350.8,24.1,1.628,145,11942.7
6075,351.2,28.6,1.622,145,11944.5
6076,351.4,25.4,1.694,146,11946.2
6077,352.0,22.1,1.556,146,11947.7
6078,352.4,17.3,1.664,147,11949.4
6079,352.8,18.2,1.544,147,11950.4
6080,353.2,11.4,1.522,148,11952.1
6081,353.4,4.6,1.65,148,11954.5
6082,353.4,1.7,1.892,148,11957.2
6083,353.4,-1.6,2.132,149,11960.0
6084,353.4,-1.7,2.622,149,11963.5
6085,353.2,-1.7,2.936,149,11966.8
6086,353.2,-1.7,2.858,149,11968.8
6087,353.2,0.0,2.928,149,11971.8
6088,353.2,1.7,2.996,150,11975.0
6089,353.2,3.8,2.932,150,11978.2
6090,353.4,6.6,2.76,151,11980.6
6091,353.6,9.0,2.706,151,11982.3
6092,353.8,9.2,2.534,151,11984.5
6093,354.0,6.8,2.408,151,11987.0
6094,354.2,6.3,2.212,151,11989.3
6095,354.4,5.9,2.182,151,11991.5
6096,354.4,3.6,2.362,151,11994.1
6097,354.6,1.7,2.534,151,11997.2
6098,354.6,1.7,2.638,151,12000.2
6099,354.6,0.0,2.834,151,12003.4
6100,354.6,-1.7,2.924,151,12006.1
6101,354.6,-1.8,2.986,150,12009.0
6102,354.4,-1.9,2.91,150,12011.7
6103,354.4,-3.9,2.82,150,12014.3
6104,354.4,-1.9,2.624,150,12016.5
6105,354.2,-2.0,2.628,149,12019.2
6106,354.2,-1.8,2.632,149,12022.2
6107,354.2,0.0,2.578,149,12024.6
6108,354.2,-2.0,2.68,149,12027.7
6109,354.2,-1.9,2.706,148,12030.1
6110,354.0,-1.7,2.62,148,12032.3
6111,354.0,-3.2,2.632,148,12035.3
6112,354.0,-1.9,2.548,148,12037.3
6113,354.0,-1.9,2.386,147,12039.7
6114,353.8,-1.7,2.516,147,12042.7
6115,353.8,-1.7,2.688,147,12045.8
6116,353.8,0.0,2.696,147,12048.8
6117,353.8,0.0,2.832,147,12051.5
6118,353.8,1.6,2.796,146,12053.7
6119,353.8,3.5,2.66,146,12056.0
6120,354.0,5.1,2.504,145,12058.3
6121,354.0,5.2,2.444,145,12061.0
6122,354.2,5.0,2.314,143,12063.1
6123,354.4,5.2,2.374,143,12065.5
6124,354.4,3.3,2.32,143,12067.6
6125,354.6,1.6,2.388,142,12070.2
6126,354.6,1.9,2.306,142,12072.6
6127,354.6,0.0,2.412,141,12075.1
6128,354.6,0.0,2.506,141,12078.0
6129,354.6,0.0,2.832,141,12081.7
6130,354.6,0.0,2.836,140,12084.4
6131,354.6,1.7,2.994,140,12087.5
6132,354.6,1.7,3.146,140,12090.8
6133,354.8,1.8,3.082,139,12093.5
6134,354.8,3.9,2.93,139,12096.4
6135,354.8,2.0,2.798,138,12098.4
6136,355.0,1.7,2.704,138,12101.1
6137,355.0,1.6,2.55,138,12103.6
6138,355.0,1.5,2.518,137,12106.0
6139,355.0,1.9,2.392,137,12108.3
6140,355.0,1.7,2.518,136,12111.0
6141,355.2,1.7,2.636,136,12114.2
6142,355.2,5.2,2.85,136,12117.8
6143,355.2,5.7,2.794,136,12120.0
6144,355.6,9.9,2.846,136,12122.6
6145,355.8,11.6,2.74,136,12124.7
6146,356.2,10.1,2.558,135,12127.0
6147,356.4,11.4,2.418,135,12129.9
6148,356.6,9.7,2.414,135,12132.1
6149,356.8,11.2,2.386,135,12134.5
6150,357.2,11.6,2.452,135,12137.0
6151,357.4,9.7,2.47,135,12139.4
6152,357.8,10.6,2.504,135,12142.5
6153,357.8,10.3,2.532,135,12144.8
6154,358.2,9.0,2.46,135,12146.8
6155,358.4,10.9,2.27,135,12148.3
6156,358.6,9.0,2.324,136,12151.0
6157,358.8,8.3,2.218,136,12153.5
6158,359.0,8.6,2.208,136,12155.8
6159,359.2,9.1,2.224,136,12157.9
6160,359.4,9.1,2.398,137,12160.3
6161,359.6,8.7,2.318,137,12162.6
6162,359.8,10.7,2.204,137,12164.6
6163,360.0,12.7,2.194,138,12166.8
6164,360.2,10.6,2.286,138,12169.3
6165,360.6,13.4,2.24,138,12171.5
6166,361.0,11.6,2.206,139,12173.6
6167,361.0,7.7,2.272,139,12175.9
6168,361.6,5.5,2.386,139,12178.7
6169,361.6,5.3,2.424,139,12181.5
6170,361.6,0.0,2.6,139,12184.5
6171,361.6,0.0,2.73,139,12187.3
6172,361.6,-1.7,2.916,139,12190.5
6173,361.6,-3.4,2.824,140,12192.8
6174,361.4,-5.2,2.918,140,12196.0
6175,361.2,-8.5,2.886,140,12198.9
6176,361.0,-8.9,2.942,140,12202.0
6177,360.6,-11.4,2.816,141,12204.6
6178,360.4,-12.0,2.886,141,12207.2
6179,360.0,-9.2,2.684,141,12209.5
6180,359.8,-8.4,2.612,141,12212.0
6181,359.6,-6.2,2.694,141,12215.5
6182,359.4,-5.8,2.92,141,12219.2
6183,359.2,-5.9,3.028,141,12222.4
6184,359.0,-4.7,3.256,141,12225.8
6185,358.8,-3.2,3.412,141,12229.0
6186,358.8,-1.7,3.284,141,12231.9
6187,358.8,0.0,3.148,140,12234.9
6188,358.8,1.7,3.062,139,12237.7
6189,358.8,3.6,2.994,139,12240.7
6190,359.0,5.7,2.864,139,12243.4
6191,359.2,8.0,2.822,139,12246.0
6192,359.4,9.5,2.652,138,12248.2
6193,359.6,9.3,2.614,138,12250.8
6194,360.0,9.2,2.624,138,12253.8
6195,360.2,11.3,2.672,138,12256.7
6196,360.4,10.0,2.616,138,12259.1
6197,360.8,12.6,2.638,137,12261.4
6198,361.0,10.8,2.61,137,12263.8
6199,361.2,13.6,2.396,137,12265.8
6200,361.4,10.5,1.906,137,12266.3
6201,361.4,12.1,1.746,136,12267.8
6202,361.8,13.3,1.602,136,12269.4
6203,362.0,12.1,1.49,136,12271.3
6204,362.0,13.1,1.398,136,12272.8
6205,362.4,13.7,1.82,136,12275.3
6206,362.8,15.7,2.006,136,12277.8
6207,363.2,15.3,2.132,136,12280.0
6208,363.4,13.7,2.046,136,12281.5
6209,363.6,15.3,2.038,137,12283.0
6210,363.8,14.0,1.83,137,12284.5
6211,363.8,13.8,1.552,137,12285.6
6212,364.2,14.1,1.378,137,12286.9
6213,364.4,13.7,1.358,137,12288.3
6214,364.6,15.1,1.414,138,12290.1
6215,364.8,13.0,1.432,138,12291.7
6216,365.2,13.6,1.756,138,12294.4
6217,365.4,14.0,1.844,138,12296.2
6218,365.6,14.8,1.888,138,12297.7
6219,366.0,14.2,2.002,138,12300.1
6220,366.2,16.5,2.006,138,12301.7
6221,366.6,15.8,1.892,138,12303.8
6222,366.8,16.3,1.886,138,12305.6
6223,367.2,15.5,1.874,138,12307.1
6224,367.4,16.0,1.81,138,12309.1
6225,367.8,16.0,1.888,138,12311.1
6226,368.0,17.8,1.898,139,12313.3
6227,368.4,18.1,1.89,139,12315.0
6228,368.6,18.6,1.952,139,12316.8
6229,369.2,20.3,1.844,140,12318.3
6230,369.4,19.8,1.812,140,12320.2
6231,369.8,18.9,1.714,140,12321.9
6232,370.0,15.8,1.608,141,12323.1
6233,370.4,16.9,1.662,141,12325.2
6234,370.6,16.3,1.622,141,12326.5
6235,370.8,15.6,1.66,142,12328.5
6236,371.2,14.5,1.794,142,12330.8
6237,371.6,17.7,1.968,143,12332.9
6238,371.8,18.6,1.888,143,12334.6
6239,372.0,19.6,1.948,144,12336.2
6240,372.6,19.7,1.86,145,12337.8
6241,372.8,19.9,1.682,146,12339.3
6242,373.2,19.5,1.572,147,12340.8
6243,373.6,14.9,1.696,148,12343.1
6244,373.8,16.5,1.69,148,12344.7
6245,374.0,14.9,1.734,149,12346.5
6246,374.2,15.2,1.854,150,12348.5
6247,374.6,15.6,1.874,150,12350.2
6248,374.8,18.9,1.694,151,12351.5
6249,375.4,19.3,1.656,151,12352.9
6250,375.4,17.4,1.694,151,12354.9
6251,376.0,16.5,1.704,152,12357.0
6252,376.2,16.5,1.752,152,12358.9
6253,376.4,16.9,1.788,152,12360.5
6254,376.6,16.2,1.906,152,12362.5
6255,377.2,16.3,1.788,152,12363.9
6256,377.2,17.5,1.704,152,12365.6
6257,377.8,15.4,1.854,153,12368.2
6258,378.0,17.4,1.89,153,12369.9
6259,378.4,17.7,1.892,153,12371.9
6260,378.4,16.7,2.05,153,12374.1
6261,379.0,18.4,2.074,153,12375.9
6262,379.4,17.3,1.81,153,12377.2
6263,379.6,19.1,1.806,153,12379.0
6264,380.0,17.8,1.778,154,12380.8
6265,380.4,16.9,1.872,154,12383.5
6266,380.6,16.4,1.938,154,12385.6
6267,381.0,17.5,1.992,154,12387.2
6268,381.4,17.0,2.02,154,12389.1
6269,381.6,16.8,1.956,154,12390.6
6270,382.0,13.6,1.758,154,12392.3
6271,382.4,14.4,1.928,155,12395.3
6272,382.6,14.5,2.062,155,12397.5
6273,382.8,13.9,2.054,155,12399.3
6274,383.2,14.7,2.228,155,12401.7
6275,383.6,15.6,2.202,155,12403.3
6276,383.8,18.7,2.01,155,12405.3
6277,384.0,20.8,1.902,155,12407.0
6278,384.4,20.1,1.934,155,12409.0
6279,384.8,19.7,1.66,155,12410.0
6280,385.2,20.9,1.642,155,12411.5
6281,385.6,20.2,1.586,155,12413.3
6282,386.0,16.2,1.642,155,12415.2
6283,386.2,11.7,1.702,155,12417.5
6284,386.6,10.0,1.974,155,12419.9
6285,386.8,13.7,2.176,155,12422.4
6286,386.8,12.2,2.05,155,12423.5
6287,387.0,10.6,1.998,155,12425.2
6288,387.6,11.4,1.868,155,12426.9
6289,387.6,13.6,1.826,156,12429.0
6290,387.8,7.6,1.762,156,12431.2
6291,388.0,9.9,1.878,156,12432.9
6292,388.4,15.0,2.016,156,12435.3
6293,388.4,16.7,2.114,156,12437.4
6294,388.6,18.9,2.018,156,12439.1
6295,389.2,19.0,1.864,156,12440.5
6296,389.6,19.5,1.816,156,12442.0
6297,390.0,21.1,1.632,156,12443.5
6298,390.4,18.4,1.408,155,12444.5
6299,390.6,17.2,1.544,155,12446.8
6300,390.6,16.0,1.644,155,12448.7
6301,391.0,13.7,1.7,155,12450.5
6302,391.4,14.5,1.8,155,12452.5
6303,391.4,15.7,1.78,155,12453.4
6304,391.8,13.6,1.574,155,12454.7
6305,392.0,12.2,1.476,155,12456.1
6306,392.2,13.3,1.488,155,12457.9
6307,392.4,13.1,1.548,155,12460.2
6308,392.6,14.7,1.768,155,12462.2
6309,392.8,13.7,1.842,155,12463.9
6310,393.2,14.5,1.866,155,12465.4
6311,393.6,15.4,1.82,155,12467.0
6312,393.6,17.0,1.584,155,12468.1
6313,393.8,15.6,1.48,155,12469.6
6314,394.2,13.7,1.736,155,12472.6
6315,394.6,14.4,1.634,155,12473.6
6316,394.8,14.0,1.736,155,12475.7
6317,395.0,15.6,1.828,155,12477.3
6318,395.2,16.5,1.918,155,12479.2
6319,395.4,16.1,1.68,155,12481.0
6320,395.8,15.8,1.634,155,12481.8
6321,395.8,20.3,1.434,155,12482.9
6322,396.4,21.5,1.446,155,12484.5
6323,396.6,21.5,1.528,155,12486.8
6324,396.8,23.4,1.522,155,12488.6
6325,397.4,20.8,1.658,155,12490.1
6326,397.6,20.7,1.67,155,12491.2
6327,398.0,20.9,1.5,155,12492.0
6328,398.2,23.7,1.252,155,12493.1
6329,398.4,22.1,1.098,155,12494.1
6330,398.6,22.4,1.01,155,12495.1
6331,398.8,20.3,1.1,155,12496.7
6332,399.0,19.4,1.268,155,12498.3
6333,399.4,19.1,1.292,156,12499.6
6334,399.8,22.0,1.368,156,12500.9
6335,400.2,23.8,1.542,155,12502.8
6336,400.4,24.9,1.548,155,12504.5
6337,400.6,23.3,1.454,154,12505.6
6338,401.0,20.6,1.43,154,12506.7
6339,401.2,18.2,1.326,154,12507.6
6340,401.6,18.9,1.192,154,12508.8
6341,401.8,13.3,1.082,155,12509.9
6342,402.0,12.5,1.204,155,12511.6
6343,402.2,8.6,1.414,155,12513.8
6344,402.6,6.6,1.708,155,12516.1
6345,402.6,4.8,2.0,155,12518.8
6346,402.8,2.0,2.334,155,12521.5
6347,402.8,3.5,2.426,155,12523.7
6348,402.8,5.7,2.492,155,12526.2
6349,403.0,9.3,2.472,154,12528.5
6350,403.0,16.3,2.312,154,12530.3
6351,403.4,15.9,2.114,154,12532.1
6352,403.6,20.6,1.712,154,12532.3
6353,403.8,22.0,1.212,154,12532.3
6354,404.2,26.9,0.776,154,12532.3
6355,404.4,27.1,0.694,154,12533.8
6356,404.6,24.1,0.626,153,12535.2
6357,405.0,22.7,0.924,153,12536.9
6358,405.2,17.6,1.234,153,12538.5
6359,405.4,19.3,1.38,153,12539.3
6360,405.8,18.6,1.372,152,12540.7
6361,406.0,17.4,1.354,153,12542.0
6362,406.2,15.5,1.364,153,12543.7
6363,406.6,13.7,1.348,153,12545.2
6364,406.8,16.5,1.558,153,12547.0
6365,407.0,18.9,1.628,152,12548.8
6366,407.2,18.3,1.776,152,12550.9
6367,407.8,18.4,1.828,151,12552.9
6368,408.2,21.3,1.822,150,12554.3
6369,408.6,25.8,1.816,150,12556.1
6370,408.8,24.5,1.82,149,12557.9
6371,409.2,23.0,1.654,149,12559.2
6372,409.4,23.2,1.442,149,12560.1
6373,409.8,22.7,1.324,149,12560.9
6374,410.0,22.9,1.146,149,12561.8
6375,410.2,23.4,1.08,149,12563.3
6376,410.6,22.1,1.104,148,12564.7
6377,411.0,22.2,1.318,148,12566.7
6378,411.2,23.4,1.494,148,12568.4
6379,411.8,21.0,1.68,148,12570.3
6380,412.2,22.0,1.694,148,12571.8
6381,412.4,20.1,1.594,148,12572.6
6382,412.8,17.8,1.55,148,12574.4
6383,413.0,16.2,1.538,149,12576.1
6384,413.4,14.1,1.466,149,12577.6
6385,413.6,14.7,1.718,149,12580.4
6386,414.0,17.6,2.056,149,12582.9
6387,414.2,16.7,1.984,149,12584.3
6388,414.4,17.3,1.848,149,12585.3
6389,414.8,21.4,1.744,149,12586.3
6390,415.2,21.4,1.592,150,12588.3
6391,415.4,20.6,1.464,150,12590.2
6392,415.6,20.7,1.514,150,12591.9
6393,416.2,24.1,1.576,150,12593.2
6394,416.4,22.7,1.67,150,12594.7
6395,416.6,22.5,1.542,150,12596.0
6396,417.0,26.7,1.336,151,12596.9
6397,417.4,27.3,1.108,151,12597.5
6398,417.6,23.4,1.136,151,12598.9
6399,417.6,25.7,1.036,151,12599.8
6400,417.8,25.9,0.974,151,12600.9
6401,418.2,22.3,0.944,151,12601.6
6402,418.6,21.4,1.092,151,12602.9
6403,418.8,23.4,1.082,151,12604.3
6404,419.2,23.0,1.14,151,12605.5
6405,419.4,20.2,1.19,151,12606.9
6406,419.6,17.9,1.39,152,12608.6
6407,420.0,17.5,1.434,152,12610.1
6408,420.2,16.5,1.404,152,12611.3
6409,420.4,18.4,1.402,152,12612.5
6410,420.6,21.4,1.45,152,12614.1
6411,420.8,20.1,1.43,152,12615.7
6412,421.0,20.3,1.298,152,12616.6
6413,421.4,19.9,1.278,152,12617.7
6414,421.8,22.4,1.262,151,12618.8
6415,422.0,23.2,1.118,152,12619.7
6416,422.2,22.4,1.054,152,12621.0
6417,422.4,21.1,1.12,152,12622.2
6418,422.6,18.8,1.17,152,12623.6
6419,423.0,16.4,1.194,152,12624.8
6420,423.2,15.1,1.274,152,12626.1
6421,423.6,15.2,1.432,152,12628.2
6422,423.8,12.7,1.466,152,12629.5
6423,424.0,10.0,1.664,152,12631.9
6424,424.2,8.8,1.86,152,12634.1
6425,424.4,9.9,1.952,152,12635.8
6426,424.4,9.7,1.992,152,12638.1
6427,424.6,8.7,1.996,152,12639.5
6428,425.0,8.2,1.944,152,12641.6
6429,425.2,7.4,2.038,152,12644.3
6430,425.4,3.4,2.292,152,12647.3
6431,425.4,1.8,2.432,152,12650.3
6432,425.4,0.0,2.782,151,12653.4
6433,425.4,2.0,2.782,151,12655.5
6434,425.4,5.9,2.782,151,12658.2
6435,425.6,7.8,2.642,151,12660.5
6436,425.8,10.1,2.342,150,12662.0
6437,426.0,8.3,2.04,149,12663.6
6438,426.2,8.4,2.06,149,12665.8
6439,426.4,7.5,1.99,148,12668.2
6440,426.4,5.7,1.954,148,12670.3
6441,426.6,6.7,2.086,147,12672.4
6442,426.8,11.6,2.14,147,12674.3
6443,426.8,14.9,2.12,147,12676.4
6444,427.0,16.9,1.802,147,12677.2
6445,427.2,17.9,1.45,146,12677.5
6446,427.6,19.9,1.218,146,12678.5
6447,427.8,25.9,1.078,145,12679.7
6448,428.2,26.1,0.902,145,12680.9
6449,428.4,27.4,1.064,145,12682.5
6450,428.8,26.5,1.256,145,12683.8
6451,429.0,25.2,1.37,145,12685.4
6452,429.4,26.6,1.352,144,12686.5
6453,429.6,23.5,1.24,144,12687.1
6454,429.8,26.9,0.98,144,12687.4
6455,430.0,28.8,0.72,143,12687.4
6456,430.2,32.4,0.696,143,12688.8
6457,430.6,30.7,0.75,143,12690.2
6458,430.8,29.4,0.97,142,12692.0
6459,431.2,28.3,1.102,142,12692.9
6460,431.8,30.8,1.362,142,12694.2
6461,432.0,30.5,1.244,142,12695.1
6462,432.4,31.3,1.136,142,12695.9
6463,432.6,36.1,0.978,142,12696.9
6464,432.8,34.8,1.018,142,12698.0
6465,433.2,30.2,0.876,142,12698.6
6466,433.4,31.3,0.856,142,12699.3
6467,433.8,28.9,0.91,142,12700.4
6468,434.0,29.8,0.88,141,12701.3
6469,434.4,28.2,0.788,141,12701.9
6470,434.8,26.8,0.976,141,12703.5
6471,435.0,27.0,1.094,141,12704.8
6472,435.2,29.1,0.97,142,12705.3
6473,435.6,25.8,1.136,142,12707.0
6474,435.8,25.4,1.338,142,12708.6
6475,436.2,28.9,1.264,143,12709.8
6476,436.6,30.4,1.194,144,12710.8
6477,437.0,33.3,1.258,145,12711.6
6478,437.2,33.7,1.168,145,12712.8
6479,437.4,38.3,1.012,145,12713.7
6480,437.8,38.2,0.946,146,12714.5
6481,438.2,39.2,0.914,146,12715.4
6482,438.6,38.0,0.878,146,12716.0
6483,438.8,38.7,0.678,146,12716.2
6484,439.0,43.4,0.672,146,12717.0
6485,439.4,39.9,0.7,146,12718.0
6486,439.8,40.5,0.746,146,12719.1
6487,440.2,36.8,0.806,146,12720.0
6488,440.4,35.0,0.844,146,12720.4
6489,440.6,32.8,0.854,146,12721.3
6490,441.0,31.5,0.778,146,12721.9
6491,441.4,31.3,0.676,146,12722.5
6492,441.6,31.2,0.768,146,12723.8
6493,442.0,30.9,0.898,146,12724.9
6494,442.2,31.7,0.984,146,12726.2
6495,442.4,30.7,1.1,146,12727.4
6496,442.8,28.7,1.272,146,12728.8
6497,443.0,28.8,1.098,146,12729.3
6498,443.4,28.0,1.072,146,12730.3
6499,443.8,31.0,1.034,147,12731.4
6500,444.2,32.4,0.986,147,12732.3
6501,444.4,31.9,0.818,147,12732.9
6502,444.8,31.5,0.872,147,12733.7
6503,445.0,31.1,1.074,148,12735.6
6504,445.4,27.6,1.028,148,12736.5
6505,445.8,24.4,1.114,148,12737.9
6506,446.0,21.7,1.13,148,12738.6
6507,446.2,21.8,1.16,148,12739.5
6508,446.6,17.6,0.982,149,12740.5
6509,446.8,13.7,1.148,149,12742.3
6510,447.0,11.8,1.182,149,12743.8
6511,447.2,7.3,1.43,149,12745.7
6512,447.4,7.9,1.682,150,12747.9
6513,447.4,12.5,1.82,150,12749.6
6514,447.4,13.3,1.846,150,12751.5
6515,447.6,17.2,1.722,150,12752.4
6516,448.0,19.5,1.566,150,12753.5
6517,448.4,23.2,1.418,150,12755.0
6518,448.6,25.7,1.324,150,12756.3
6519,449.0,26.0,1.136,150,12757.2
6520,449.4,22.9,1.144,150,12758.2
6521,449.8,19.7,1.17,149,12759.4
6522,450.0,18.8,1.172,149,12760.8
6523,450.2,13.5,1.236,149,12762.4
6524,450.4,11.4,1.366,149,12764.0
6525,450.6,10.5,1.596,149,12766.1
6526,450.8,10.6,1.716,149,12768.0
6527,451.0,10.2,1.824,149,12770.0
6528,451.2,10.3,1.958,149,12772.2
6529,451.4,8.4,1.946,148,12773.8
6530,451.6,8.1,1.944,147,12775.8
6531,451.8,9.6,1.956,147,12777.8
6532,451.8,9.7,1.986,146,12779.9
6533,452.0,7.9,2.014,146,12782.3
6534,452.4,10.4,2.086,146,12784.2
6535,452.6,11.1,2.062,146,12786.2
6536,452.6,9.0,2.036,146,12787.9
6537,452.8,5.7,1.916,146,12789.5
6538,453.0,2.1,1.682,145,12790.7
6539,453.0,2.0,1.572,145,12792.0
6540,453.0,2.2,1.442,145,12793.4
6541,453.0,2.2,1.338,145,12794.6
6542,452.8,0.0,1.212,145,12795.5
6543,452.8,0.0,1.1,144,12796.2
6544,452.8,0.0,0.962,144,12796.9
6545,452.8,0.0,0.698,144,12796.9
6546,452.8,0.0,0.5,144,12797.1
6547,452.8,-4.7,0.32,144,12797.1
6548,452.6,-4.7,0.186,143,12797.1
6549,452.6,-4.7,0.054,143,12797.1
6550,452.6,-7.1,0.054,142,12797.1
6551,452.6,-7.1,0.0,142,12797.1
6552,452.6,-7.1,0.022,143,12797.2
6553,452.6,-7.1,0.072,144,12797.5
6554,452.6,-6.5,0.072,144,12797.5
6555,452.6,-5.9,0.072,144,12797.5
6556,452.6,-9.0,0.164,143,12798.0
6557,452.6,-11.3,0.142,143,12798.0
6558,452.4,-11.3,0.092,142,12798.0
6559,452.4,-11.3,0.092,141,12798.0
6560,452.4,-9.6,0.092,140,12798.0
6561,452.4,0.0,0.0,139,12798.0
6562,452.4,0.0,0.0,138,12798.0
6563,452.4,0.0,0.0,136,12798.0
6564,452.2,0.0,0.0,135,12798.0
6565,452.2,0.0,0.0,133,12798.0
6566,452.2,0.0,0.0,132,12798.0
6567,452.2,-26.3,0.0,130,12798.0
6568,452.2,-10.0,0.0,128,12798.0
6569,452.2,-10.6,0.0,126,12798.0
6570,452.2,-10.2,0.0,125,12798.0
6571,452.2,-12.3,0.0,123,12798.0
6572,452.2,-10.9,0.152,122,12798.7
6573,452.2,-10.9,0.326,121,12799.6
6574,452.2,-11.2,0.326,118,12799.6
6575,452.2,-9.3,0.326,116,12799.6
6576,452.2,-9.3,0.326,115,12799.6
6577,452.0,-9.7,0.174,114,12799.6
6578,452.0,-9.7,0.0,113,12799.6
6579,452.0,-9.5,0.0,113,12799.6
6580,452.0,-9.5,0.0,113,12799.6
6581,452.0,-7.6,0.0,113,12799.6
6582,452.0,-7.6,0.298,112,12801.1
6583,452.0,-7.6,0.42,112,12801.7
6584,452.0,-5.7,0.554,113,12802.3
6585,452.0,-5.7,0.554,113,12802.3
6586,452.0,-5.7,0.61,112,12802.6
6587,452.0,-5.7,0.312,112,12802.6
6588,452.0,-6.1,0.192,111,12802.6
6589,452.0,-6.1,0.132,110,12803.0
6590,452.0,-8.1,0.294,109,12803.8
6591,451.8,-8.1,0.36,108,12804.4
6592,451.8,-7.0,0.59,108,12805.6
6593,451.8,-7.6,0.712,106,12806.2
6594,451.8,-7.6,0.65,105,12806.3
6595,451.8,-5.7,0.488,104,12806.3
6596,451.8,-5.7,0.442,105,12806.6
6597,451.8,-6.3,0.212,106,12806.6
6598,451.6,-6.0,0.088,107,12806.6
6599,451.6,-5.9,0.076,108,12806.6
6600,451.6,-6.0,0.076,109,12806.6
6601,451.6,-7.5,0.242,109,12807.8
6602,451.6,-7.7,0.242,109,12807.8
6603,451.6,-7.7,0.378,108,12808.5
6604,451.6,-8.6,0.378,108,12808.5
6605,451.6,-8.6,0.378,107,12808.5
6606,451.6,-8.2,0.136,107,12808.5
6607,451.6,-7.4,0.136,106,12808.5
6608,451.4,-6.4,0.0,106,12808.5
6609,451.4,-5.8,0.0,105,12808.5
6610,451.4,-8.2,0.0,104,12808.5
6611,451.4,-8.2,0.0,103,12808.5
6612,451.4,-3.9,0.324,102,12810.2
6613,451.4,-4.0,0.406,101,12810.6
6614,451.4,-4.1,0.52,100,12811.1
6615,451.4,-4.1,0.532,99,12811.2
6616,451.4,-4.1,0.658,99,12811.8
6617,451.4,-4.1,0.434,99,12812.3
6618,451.2,-4.1,0.502,99,12813.1
6619,451.2,-6.2,0.388,100,12813.1
6620,451.2,-6.2,0.376,100,12813.1
6621,451.2,-6.2,0.25,102,12813.1
6622,451.2,-6.2,0.252,103,12813.6
6623,451.2,-6.2,0.102,104,12813.6
6624,451.2,-6.2,0.326,105,12814.7
6625,451.2,-6.2,0.374,105,12814.9
6626,451.2,-8.2,0.57,105,12815.9
6627,451.2,-7.3,0.468,105,12815.9
6628,451.0,-5.4,0.468,105,12815.9
6629,451.0,-5.4,0.244,104,12815.9
6630,451.0,-8.0,0.196,104,12815.9
6631,451.4,-12.1,0.0,104,12815.9
6632,451.4,-12.1,0.09,103,12816.4
6633,451.4,-11.2,0.09,103,12816.4
6634,451.4,-12.0,0.09,103,12816.4
6635,451.4,-12.0,0.09,103,12816.4
6636,451.4,-12.0,0.09,103,12816.4
6637,451.4,0.0,0.0,103,12816.4
6638,451.4,0.0,0.0,103,12816.4
6639,451.4,0.0,0.0,104,12816.4
6640,451.4,0.0,0.0,105,12816.4
6641,451.4,0.0,0.0,106,12816.4
6642,451.4,0.0,0.0,107,12816.4
6643,451.2,0.0,0.0,107,12816.4
6644,451.2,0.0,0.0,108,12816.4
6645,451.2,0.0,0.0,109,12816.4
6646,451.2,0.0,0.0,109,12816.4
6647,451.2,0.0,0.0,109,12816.4
6648,451.2,0.0,0.0,108,12816.4
6649,451.2,0.0,0.0,107,12816.4
6650,451.2,0.0,0.0,106,12816.4
6651,451.2,0.0,0.0,105,12816.4
6652,451.2,0.0,0.0,105,12816.4
6653,451.2,-15.4,0.0,105,12816.4
6654,451.2,-11.4,0.0,105,12816.4
6655,451.2,-11.9,0.0,106,12816.4
6656,451.2,-11.9,0.0,106,12816.4
6657,451.0,-11.9,0.0,106,12816.4
6658,451.0,-11.9,0.26,106,12817.7
6659,450.8,-11.9,0.284,106,12817.8
6660,450.8,-10.0,0.284,105,12817.8
6661,450.6,-10.0,0.284,105,12817.8
6662,450.4,-10.0,0.284,105,12817.8
6663,450.4,-10.0,0.024,105,12817.8
6664,450.4,-10.0,0.0,106,12817.8
6665,450.4,-10.0,0.152,106,12818.5
6666,450.4,-10.0,0.152,106,12818.5
6667,450.4,-8.0,0.152,107,12818.5
